County,Offense,Offense Description,Offense Date
Dallas,Property,THEFT L/$2500 W/PRIORS,11/7/2018
Harris,Other,DWI,5/27/2018
Milam,Violent,ASLT FAM VIOL IMP BRTH CIRC,12/31/2018
Milam,Drug,POSS C/S <1G,1/9/2019
Harrison,Other,EVADING ARREST DET W/VEHICLE,8/29/2018
Hays,Property,THEFT,10/23/2018
Bexar,Drug,POSS W/INT DEL CONT/SUB 4-200G,2/10/2017
Dallas,Other,EVADE ARREST DET VEH,11/14/2018
Harris,Violent,ASLT FAM/HSE MEM IMP BRTH/CIRC,4/5/2017
Williamson,Violent,ASLT INV FAM VIOL W/PREV CONV,3/11/2017
Bexar,Other,FELON POSS FIREARM,2/4/2018
Tom Green,Drug,POSS CS PG1 L/1G:METH,7/4/2019
Harris,Other,EVADING ARREST/DET W/VEH,8/30/2018
Bexar,Other,PROSTITUTION 3/M PRIORS,6/13/2019
Harris,Property,"THEFT <$2,500 2/M PREV CONVS",5/3/2018
Tarrant,Other,"ENG IN ORG CRIM ACT, TO-WIT:THEF",10/12/2019
Collin,Other,EVADING ARREST DET W/VEH,10/24/2017
Ector,Other,EVADING ARREST DET W/VEH,11/30/2017
El Paso,Drug,POSS CONT SUB 1-4G,2/9/2017
Brazoria,Drug,POSS CONT SUB,6/27/2018
El Paso,Other,DRIVING WHILE INTOXICATED 3RD OR,4/20/2017
Jim Wells,Property,BURG HABIT,10/2/2017
Tarrant,Other,DWI,9/29/2018
Harris,Drug,POSS CS PG1<1G,4/7/2019
Navarro,Drug,POSS MARIJ >4OZ <5LBS,10/5/2018
El Paso,Other,DWI 3RD OR MORE,5/4/2018
Nacogdoches,Property,THEFT PROP W/PREV CONV,6/27/2018
Rockwall,Drug,POSS CS PG1 L1G,9/29/2019
Harris,Violent,AGG ASLT W/DWPN,7/29/2018
Orange,Drug,FEL POSS CS,2/26/2018
Kerr,Other,FAIL TO APPEAR,1/30/2017
Tarrant,Violent,INTOX ASLT W/VEH SBI,12/10/2017
Eastland,Drug,POSS CS PG 1 <1G,1/4/2018
Travis,Drug,ATT POSS CS PG1 1G-4G:COCAINE,3/27/2019
Dallas,Other,OBSTRUCTION/RETALIATION,3/10/2017
Parker,Drug,POSS PHENCYCLIDINE 4-200G,8/19/2017
Upshur,Violent,ASLT FAM VIOL CONT,5/23/2018
Harris,Property,THEFT FROM PERSON,6/8/2017
Smith,Drug,POSS C/S PG1<1G,2/1/2018
Collin,Property,THEFT PROP<2500 2/MORE PREV CONV,9/19/2018
Navarro,Property,BURG HABIT,4/23/2017
Tarrant,Violent,ASLT FAM HSE MEM W/PREV,1/13/2017
Montgomery,Property,THEFT,7/20/2018
Bexar,Property,FRAUD USE/POSS ID INFO<5 ITEMS,5/31/2017
Harris,Drug,POSS COC<1G,5/26/2019
Harris,Property,CREDIT/DEBIT CARD ABUSE,6/22/2019
Tarrant,Property,BURG BLDG,2/22/2019
Kendall,Drug,POCS PG1<1G,4/2/2017
Bexar,Drug,POSS CONT SUB PG1 4-200G,6/27/2018
Van Zandt,Other,UNLAW POSS FIREARM FELON,9/7/2017
Bexar,Drug,POSS CS PG 1 < 1G,5/20/2018
Collin,Drug,POSS CONT SUB PG1 4-200G,6/27/2018
Bexar,Other,,1/24/2019
Gregg,Property,THEFT HABITUAL,8/26/2018
Smith,Drug,PCS PG1<1G,12/26/2017
McLennan,Drug,POSS CS METH,2/23/2018
Harris,Other,DWI,6/18/2019
Grayson,Other,BAIL JUMP FAIL APPEAR,3/29/2019
Jefferson,Drug,POSS CONT SUBS,9/15/2017
El Paso,Drug,POSS CS PG1<1G,5/20/2019
McLennan,Other,EVADING ARREST/DETN W/VEHICLE,7/30/2017
Bexar,Other,EVADE ARREST/DET W/VEH,10/12/2017
Lamar,Property,FORGERY GOV/NTNL INST/MONEY/SEC,12/10/2018
Hidalgo,Other,DWI,12/26/2017
Lubbock,Drug,POSS CONT SUB METH 4-200G,7/9/2018
Navarro,Drug,POSS C/S,4/13/2018
Victoria,Property,BURG HABIT,3/30/2017
Webb,Drug,POCS,9/8/2017
Bexar,Property,"THEFT U/$2,500 ENH",2/20/2018
Bexar,Drug,POSS W/I DEL CONT SUB PG1 1-4G,7/13/2018
Bexar,Property,THEFT U/$2500 ENH,5/25/2017
Kent,Other,DWI,10/18/2018
Hidalgo,Drug,POSS CS PG1<1G,6/26/2019
Midland,Drug,POSS CONTROLLED SUBSTANCE PG1,5/1/2018
Rockwall,Other,ENGAGE ORG CRIM ACT,2/13/2018
Tarrant,Violent,ASLT FAM/HSEHLD MEM W/PREV CONV,1/15/2017
Harris,Other,EVADE ARREST DETENT W/PREV CONV,7/31/2018
Hidalgo,Other,EVAD ARR DET W/PREV CONV,3/21/2019
Lee,Other,EVADING ARREST DETN W/VEHICLE,7/7/2019
Kleberg,Property,THEFT,1/16/2018
Henderson,Other,UNL POSS FIREARM BY FEL,3/27/2018
Travis,Property,BURG OF BLDG,9/9/2018
Comal,Property,FORGERY,8/28/2018
Bexar,Property,FORG COMM INST/CHECK,2/17/2017
Brazos,Drug,MAN/DEL CONT SUB PG1 4-200G,10/5/2018
Tarrant,Other,EVADING ARREST DET W/PREV CONV,9/18/2019
Milam,Property,BURG HABIT,11/1/2017
Val Verde,Property,BURG OF BLDG WIC THEFT,1/7/2018
Travis,Violent,AGG ASLT DW,7/18/2018
Travis,Property,THEFT PROP $2500-$30K,6/26/2019
Harris,Property,THEFT 30K-150K,7/6/2017
Harris,Property,THEFT $30K-$150K,2/3/2019
Harris,Property,THEFT<2500 2/MORE PREV CONV,7/23/2019
El Paso,Other,DWI 3RD/MORE,7/21/2017
Wichita,Drug,"POSS CS <1G, COCAINE",1/1/2019
Tarrant,Other,UNL POSS FIREARM,7/2/2018
El Paso,Property,BURGLARY OF BUILDING LIO,4/5/2019
Tarrant,Violent,ASLT PUBLIC SERVANT,2/26/2018
Wharton,Property,THEFT PROP<$2500 2/MOR PREV CONV,12/30/2018
McLennan,Violent,ASLT FAM VIOL BY OCCLUSION,12/24/2017
Johnson,Violent,ASLT FAMILY HSEHLD MEMBER,10/16/2018
Harris,Drug,POSS CS PG 1 >=4G<200G,8/2/2017
Harris,Drug,POSS CS PG1<1G,8/31/2017
Harris,Other,DWI 3RD,3/17/2018
Montgomery,Other,ATT TAMPERING W/PHYS EVIDENCE,6/12/2019
Harris,Property,THEFT 2500-30K,5/3/2018
Harris,Property,THEFT<2500 2/MORE PREV CONV,3/25/2019
Brazos,Drug,POSS CONT SUB PG1 L/1G,11/10/2018
Harris,Drug,POSS CS PG2<1G,11/6/2018
Guadalupe,Property,BURG HABIT,6/9/2018
Coryell,Drug,POSS CONT SUB L/1G DFZ,2/24/2017
Ector,Other,EVADING ARREST DET/W PREV CONV,1/25/2019
Jasper,Other,DWI,5/6/2017
Coryell,Property,UUV,9/13/2019
Van Zandt,Drug,MAN DEL CS 4-200G,6/10/2017
Starr,Drug,POSS MARIJ 50-2000LBS,8/9/2017
Fort Bend,Property,BURG HABIT,3/11/2018
El Paso,Other,DWI,11/2/2018
McLennan,Other,EVADING ARREST/DET W/PRIOR,6/21/2018
Liberty,Drug,POSS CS PG1<1G,9/28/2017
Harris,Other,DWI-3RD,4/1/2018
Lamar,Other,SEX OFF DUTY REG LIFE/90 DAY,7/10/2017
Tarrant,Drug,POSS CS LT 1G NAMELY METH,8/24/2019
Harrison,Drug,POSS CONT SUBS PG1 1-4G,9/20/2017
Tarrant,Property,UUMV,11/1/2019
Harris,Drug,POSS CS L/1G METH,1/26/2017
Harris,Property,UUV,2/8/2019
Victoria,Drug,UNLAW POCS PG1<1G,11/24/2018
Harris,Property,FORGERY,3/19/2019
Tarrant,Property,THEFT<2500-2 MORE PREV CONV,4/12/2019
Nacogdoches,Property,THEFT PROP W PREV CONV,11/28/2018
Hunt,Other,PROH SUB/ITEM IN CORR FACIL,3/7/2017
Tarrant,Drug,POSS C/S<1G; HEROIN,9/21/2019
Montgomery,Drug,POSS CS,9/13/2019
Harris,Other,FAIL TO COMPLY AS SEX OFFENDER,11/3/2017
Harris,Other,VIOL PROT ORDER,1/27/2018
Bexar,Drug,POSS WID CONT SUB 4-200G,5/19/2018
Rockwall,Drug,POSS CONT SUBS 1-4G,2/2/2019
Nueces,Violent,INJ CHILD ELDER DISABLE W/I BI,1/15/2018
Gregg,Drug,POSS CONT SUB PG1 1-4G,8/17/2019
Brazos,Drug,POSS CS PG1 L1G,2/8/2017
Grimes,Property,UUV,5/2/2019
Harris,Other,ENG ORG CRIM ACTIVITY,2/22/2018
Harris,Other,DWI,12/11/2017
El Paso,Other,DWI,9/10/2018
Fort Bend,Violent,ASLT FM/HSE MEM IMP/BRTH CIRC,8/28/2017
Angelina,Drug,POSS CONT SUB PG1 L/1G,4/30/2018
Cameron,Drug,POSS CONT SUBS PG1 1-4G,9/25/2017
Jackson,Other,ENGAGE IN ORGANIZED CRIMINAL ACT,5/14/2018
Travis,Drug,POSS CS 1-4G HEROIN,8/28/2017
Henderson,Property,FRAUD USE POSS ID INFO,4/17/2017
McLennan,Other,EVADING ARREST OR DET W/PRIOR,7/4/2018
Tarrant,Drug,DELIVERY C/S<1G; METH,3/27/2019
Randall,Property,ATTEMPT COMMIT BURG HABIT,6/19/2017
El Paso,Drug,POSS CS PG1 L1G,8/4/2018
Tarrant,Drug,POSS CS 4-200G METH,5/25/2017
Harris,Drug,POSS WID 4-200G,11/5/2018
Bell,Other,DRIVING WHILE INTOXICATED 3RD OR,9/4/2017
Henderson,Drug,MAN DEL CONT SUB PG1 200-400G,1/31/2018
Harris,Property,CREDIT/DEBIT CARD ABUSE,11/12/2017
Bexar,Violent,KIDNAPPING,5/2/2019
Brazos,Other,SEX OFF DUTY TO REG 10YRS,6/6/2017
Galveston,Violent,ASLT FAM/HSE MEM W/PRV CONV IAT,1/16/2019
Bexar,Property,THEFT UNDER $2500 ENH,5/20/2019
Harris,Violent,AGG ASSAULT DATE/FAMILY/HOUSE W/,4/21/2018
Tarrant,Property,CREDIT CARD ABUSE,9/11/2017
Tarrant,Property,THEFT PROP $2500-$30K,7/2/2019
Tarrant,Drug,FRAUD POSS CS PRESCR SCH 3/4,3/10/2018
Bexar,Drug,POSS CS PG1<1G,4/22/2019
Ector,Drug,POSS CS PG1<1G,1/4/2019
Dallas,Property,BURG OF VEHICLE/2PREV CONV,5/15/2018
El Paso,Other,DRIVING WHILE INTOXICATED 3RD OR,11/16/2017
Bexar,Property,THEFT UNDER $2500 ENH,8/24/2018
Brazoria,Drug,POSS CS PG 1 <1G,6/19/2019
Travis,Violent,AGG ASLT SBI,5/25/2018
Bell,Other,DWI,9/16/2018
Polk,Other,BAIL JUMPING,2/4/2019
Somervell,Violent,ASLT FAM VIOL IMPEDING BRTH,4/6/2019
Bexar,Violent,ASLT FAMILY CHOKING/STRANGU,8/28/2018
Wichita,Other,UNL POSS FIREARM FELON,4/10/2018
Galveston,Drug,MAN DEL CONT SUB PG1 4-200G,5/18/2017
Harris,Other,FELON-POSS WPN,4/23/2019
El Paso,Violent,ASLT FAM/HSE MEM PREV CONV IAT,10/21/2017
Dallas,Drug,POSS CS METH,9/24/2017
Harris,Drug,POSS CONT SUB 4-200G,7/3/2019
Sutton,Other,FAILURE TO APPEAR,6/8/2018
Falls,Violent,ASSLT CAUSES BODILY INJ,1/3/2017
Harris,Other,DWI,2/16/2019
Dallas,Violent,ASLT PUB SERV,7/23/2017
Harris,Property,THEFT<2500 2/MORE PREV CONV,4/9/2019
Nacogdoches,Property,THEFT PROP W/PREV CONV,2/24/2017
Tarrant,Property,BURG BUILDING,5/3/2017
Limestone,Other,ENGAGING IN ORG CRIM ACT,7/17/2017
Bexar,Drug,POSS CONT SUB L/1G DRUG FREE,4/1/2017
Montgomery,Drug,POSS CONT SUBS,7/21/2019
Tarrant,Other,EVADING ARREST DET W/VEH,5/3/2019
Dallas,Property,FRAUD USE POSS ID 5-10,3/1/2018
Dallas,Drug,MAN DEL CS PG 1 >=4G<200G,4/27/2019
Harris,Other,ATT POSS FIREARM BY FELON,5/10/2017
Parker,Drug,"POSS CS <1G, METH",6/30/2019
Galveston,Violent,ACCIDENT INV SER BOD INJ,7/18/2018
Lubbock,Other,EVADE VEHICLE,8/19/2017
Hidalgo,Other,DWI,3/28/2017
Nueces,Property,THEFT PROP <2500 2/MORE PREV CON,12/27/2017
Harris,Drug,POSS CONT SUB 1-4G,12/31/2017
Montague,Drug,POSS CONT SUB PG1 L/1G,3/2/2018
Potter,Drug,POSS CS PG1 L1G,10/9/2018
Hudspeth,Other,DWI,12/8/2017
Midland,Violent,AGG ASSAULT W/DEADLY WEAPON,6/16/2017
Dallas,Other,ABANDON/ENDANGER CHILD,5/23/2019
Ector,Drug,POSS CS PG1<1G,2/14/2019
Dallas,Drug,POSS CS WIT-METH,2/28/2018
Victoria,Other,BAIL JUMPING/FAILURE TO APPEAR,5/16/2018
Harris,Drug,POSS WID CS 1-4G,3/5/2019
Bexar,Drug,POSS CONT SUB PG1 1-4G,6/19/2017
Lamar,Property,FORGERY GOVT NATL INST/MON/SEC,1/13/2018
Denton,Other,EVADING ARREST,7/22/2018
Tarrant,Drug,POSS CS 1-4G METH,10/31/2018
Dallas,Property,BURG OF VEH W/PREV 2OR MORE CONV,8/9/2019
Tarrant,Drug,POSS CS METH 1-4G,3/3/2019
Wichita,Drug,POSS CS METH 1-4G,3/7/2018
Nueces,Property,BURGLARY OF HABITATION,1/29/2018
Gregg,Drug,POSS C/S PG1<1G,9/18/2018
Grayson,Drug,POSS CS PG1 L1G METH,1/14/2018
Dallas,Drug,POSS C/S; METH,10/16/2019
Harris,Drug,POSS CS PG 1 >=4G<200G,3/8/2019
Kaufman,Property,FORG FINAN INSTR,11/30/2018
McLennan,Violent,ASLT FAM VIOL W/PRIOR,8/30/2018
Tarrant,Other,DEADLY CONDUCT-DSCH F/ARM INDIV,11/10/2017
Tarrant,Property,FRAUD U/POSS ID INFO L/5 ELD,1/16/2019
Palo Pinto,Other,EVAD ARR/DET W/PREV CONV,8/2/2019
Goliad,Violent,ASLT FAM VIOL IMP BRTH/CIRC,2/17/2017
Hidalgo,Violent,ASLT BI FAM HSE MEM W/I 12MTHS,5/2/2017
Wichita,Property,THEFT PROP L/$2500 W/PRIORS,6/21/2018
Bexar,Property,BURG BLDG-INTENT THEFT,4/30/2019
Bexar,Drug,POSS W/I DEL PG2 1-4G,5/30/2017
Henderson,Drug,POSS CONT SUBS L/1G,2/2/2017
Dallas,Property,THEFT PROP >=$2500<$30K ENH IAT,8/4/2018
Bexar,Drug,POSS CONT SUB 1-4G,5/16/2018
Collin,Drug,POSS CS PG1 4-200G,7/6/2018
Collin,Violent,ASSAULT FAM/HOUSE MEM IMPEDE BRE,3/30/2017
Harris,Violent,ASLT FAM HSEHLD MEM,4/20/2017
Orange,Drug,FEL POSS CS,10/30/2017
Grayson,Violent,ASLT PUBLIC SERVANT,3/4/2019
Navarro,Drug,POSS C/S PG1<1G,7/19/2019
Hidalgo,Drug,POSS CONT SUB 4-200G,2/6/2017
Hidalgo,Drug,POSS CS PG 1<1G,9/21/2019
Travis,Other,DWI,2/17/2019
Nacogdoches,Other,EVADING ARREST W/PRIOR CONV,5/24/2018
Bexar,Other,PROSTITUTION-3 OR MORE PRIORS,11/9/2018
Hill,Drug,POSS C/S PG1<1G,9/17/2017
Taylor,Other,TAMPER W/EVIDENCE,4/18/2018
Reeves,Drug,POSS CS PG1<1G,8/31/2018
Potter,Property,FORG FINANCIAL INST,7/9/2017
El Paso,Drug,POSS CONT SUB PG1 1-4G,8/2/2018
Gray,Property,THEFT PROP 2500 2/M,2/8/2019
Coryell,Property,BURG BLDG,6/18/2019
Harris,Drug,MAN/DEL CONT SUB PG1 1-4G,3/12/2018
Tarrant,Drug,POSS C/S<1G; METH,2/17/2019
Travis,Other,DWI,1/12/2017
Lamar,Drug,POSS C/S PG<1G,3/22/2018
Fort Bend,Other,DWI,1/16/2019
Tarrant,Drug,POSS CS 1-4G METH,9/27/2018
Young,Drug,"POSS CS <1G, METH",2/14/2019
Chambers,Property,THEFT PROP $2500-$30K,5/12/2018
Galveston,Drug,POSS CS WID PG1 4-200G COCAINE,12/1/2017
Smith,Drug,POSS CS PG1<1G,1/6/2018
Brazos,Property,TAMPER W/GOV RECORD DEFRAUD/HARM,5/1/2019
El Paso,Drug,POSS CONT SUB 1-4G,3/6/2018
Bexar,Drug,POSS CS PG 1 LESS THAN 1 GRAM,3/1/2018
Tarrant,Drug,POSS C/S<1G; COCAINE,12/18/2018
Bexar,Other,FELON POSS F/ARM,7/6/2017
Menard,Other,EVADING ARREST/DET W/VEH,7/7/2017
Bexar,Drug,POCS PG 1 < 1G,1/10/2019
Hopkins,Drug,POSS CS PG 2 >= 1G<4G,7/31/2018
Harris,Drug,POSS CONT SUBS 4-200G,4/30/2017
Harris,Property,THEFT<2500 2/MORE PREV CONV,2/14/2019
Harris,Property,BURG BLDG,8/3/2018
Ector,Other,DWI,12/4/2017
San Patricio,Property,BURG BLDG,2/22/2019
Denton,Violent,HARASS BY PERSON CORR FACILITIES,8/30/2017
Harris,Other,FELON POSS WPN,5/28/2018
Parker,Other,CRUELTY NON-LIVESTOCK ANIM; TORT,10/14/2017
Collin,Drug,POSS C/S PG1<1G,1/21/2017
Lamar,Property,THEFT PROP $2500-$30K,8/26/2017
Tarrant,Property,FRAUD USE/POSS ID INFO 10-50,8/27/2018
Tarrant,Violent,INJURY TO ELDER BI,5/25/2018
Cameron,Property,BURG HABIT,6/21/2018
Bell,Property,BURG OF BLDG,3/1/2018
Smith,Other,DWI W/CHILD UNDER 15 YOA,12/11/2018
Bexar,Drug,POSS CONT SUB 4-200G,7/19/2017
Ellis,Property,THEFT PROPERTY,10/27/2018
Gonzales,Violent,ASSAULT FAMILY/HOUSEHOLD MEMBER,3/6/2018
Tarrant,Drug,POSS COCAINE 4-200G,11/15/2017
Dallas,Property,FORGERY,11/22/2018
Bexar,Drug,POSS CS PG 1 LESS THAN 1 GRAM,12/18/2017
Hardin,Violent,ASLT FAMILY VIOLENCE,7/8/2017
Montgomery,Property,UUMV,9/1/2018
El Paso,Other,EVADING ARREST/DET W/VEH,4/10/2018
Tarrant,Other,EVAD ARST DET W/VEHICLE,6/18/2019
Collin,Property,THEFT PROP<2500-2 MORE PREV CONV,7/5/2018
Dallas,Other,ATT EVADING ARREST/DET W/VEHICLE,9/23/2019
Travis,Other,DWI,12/15/2018
Harris,Other,ENGAGING ORG CRIM ACT,5/10/2018
Harris,Other,DWI THIRD,6/7/2017
Tarrant,Drug,POSS C/S<1G; METH,2/1/2019
Nueces,Other,EVADING ARREST DET W/VEH,5/9/2018
Webb,Property,BURG BLDING,8/4/2018
Montgomery,Violent,ASLT BI FAMILY,5/20/2019
Harris,Other,FELON POSS WPN,6/6/2019
Dallas,Property,THEFT PROP >=$30K<$150K,10/10/2018
Harris,Property,TAMP GOVT REC-DEFRAUD/HARM,9/26/2019
Dallas,Property,BURGLARY OF A BUILDING,8/28/2019
Galveston,Drug,POSS CS PG1 4-200G METH,1/11/2018
Tarrant,Drug,POSS CS 4-200G METH,12/20/2017
Gray,Violent,AGG ASLT DW,1/26/2017
Harris,Other,DWI THIRD,10/28/2018
Burleson,Property,CREDIT/DEBIT CARD ABUSE,3/24/2017
Dallas,Drug,POSS C/S; METH 1G,3/25/2019
Ellis,Property,THEFT,1/6/2018
Hood,Drug,"POSS CS <1G, METH",11/12/2017
Smith,Other,EVADE ARREST DET W/VEHICLE,4/5/2017
Harris,Drug,POSS CONT SUB 1-4G,5/23/2019
Travis,Other,ACCIDENT INV INJ,4/18/2018
Webb,Violent,AGG ROBBERY,7/11/2017
Hays,Other,ENGAGE ORG CRIM ACT,6/2/2017
Hamilton,Other,ONL SOLICIT MINOR SEX COND,9/1/2017
Bexar,Property,CREDIT/DEBIT CARD ABUSE ELD,1/11/2017
Wood,Drug,POSS CONT SUBS PG1 L/1G,2/26/2017
San Saba,Other,ATT ESCAPE CAUSE BI,2/27/2018
Harris,Other,FAIL COMPLY SEX OFFENDER REG,1/8/2019
Bexar,Other,DEADLY CONDUCT FIREARM,2/19/2017
Dallas,Violent,INDEC W/CHILD,5/28/2017
Trinity,Property,UUMV,6/12/2018
Liberty,Property,THEFT PROP L/2500 2/M PREV CONV,5/6/2017
Bexar,Property,BURG BLDG-INTENT THEFT,6/30/2018
Victoria,Drug,POSS CONT SUB 1-4G,1/13/2019
Navarro,Drug,MAN DEL CS PG 1 >=4G<200G,5/12/2017
Hill,Other,BAIL JUMPING FAIL TO APPEAR,4/4/2018
Hill,Drug,POSS C/S,10/26/2017
Fayette,Property,THEFT PROP L/$2500 2/M PREV CONV,4/16/2017
Bexar,Drug,POSS CONT SUBS PG1 4-200G,10/30/2018
Denton,Drug,POSS CONT SUB,9/18/2017
Hidalgo,Drug,POSS CS PG 1<1G,7/29/2019
Brazos,Other,EVADE ARREST DET PREV,7/16/2018
Travis,Violent,ASLT INT/RCK BRTH/CIRC FAM MEM,9/17/2017
Gregg,Property,THEFT FROM PERSON,8/23/2017
Gregg,Other,POSS FIREARM BY FELON,5/29/2018
Dallas,Property,"THEFT PROP <$2,500  2/MORE PREV",11/28/2018
San Patricio,Drug,POSS MARIJ 5-50LBS,3/11/2017
Bexar,Drug,POSS CS PG 1 LESS THAN 1 GRAM,5/26/2019
Bexar,Violent,ASLT FAM,9/29/2017
Nueces,Property,UUV,7/14/2018
Brazoria,Other,EVADING ARREST,7/18/2018
Cameron,Drug,POSS CS COCAINE 1-4G,9/12/2018
Denton,Violent,ASLT FAM VIOL ENH,3/24/2018
Dallas,Other,DRIVING WHILE INTOXICATED 3RD OR,12/17/2018
Erath,Other,DWI,11/16/2017
Hidalgo,Violent,AGG ASLT W/DDLY WPN L/I/O,3/20/2018
Bexar,Property,FRAUD USE/POSS ID INFO L/5 ELDER,4/3/2018
Hidalgo,Other,DWI,1/21/2017
Galveston,Property,BURG HABIT,7/10/2018
Harris,Drug,POSS CS PG 1<1G,11/1/2017
Haskell,Property,FORGERY,8/14/2018
Harris,Violent,ROBBERY-BOD INJ,9/3/2017
Harris,Other,FELON POSS F/ARM,6/15/2017
Harris,Drug,POSS WID PG1 4-200G,3/21/2017
Denton,Other,ONLINE SOLIC OF MINOR,7/17/2018
Hidalgo,Other,DWI 3D/M,5/9/2019
Wise,Other,DWI,2/12/2018
Williamson,Other,EVADING ARREST DET W/VEH,11/27/2018
Cameron,Property,BURG BUILD,4/25/2018
Nacogdoches,Property,THEFT OF PROP W/PREV CONV,6/29/2018
Tarrant,Drug,DEL OF CS COCAINE <1G,8/7/2018
Williamson,Drug,POSS CONT SUB PG1 4-200G,2/13/2018
Bexar,Drug,POSS CONT SUBS PG1 1-4G,4/3/2018
Ector,Other,EVAD ARREST DET W/PREV CONV,2/19/2019
Bexar,Violent,ASLT FAMILY 2ND OFFENSE,2/14/2018
Harris,Property,THEFT>=2500<30K,4/5/2018
Tarrant,Property,THEFT<2500-2 MORE PREV CONV,10/21/2019
Coleman,Drug,POSS OF C/S,4/4/2018
Hidalgo,Violent,ASLT FAM HSEHLD MEM W/PREV CONV,7/27/2017
Travis,Other,DWI,1/24/2018
Smith,Drug,POSS CONT SUB PG1 L/1G,8/27/2017
Grayson,Violent,ASSAULT FAMILY/HOUSEHOLD MEMBER,8/18/2018
Dallas,Property,THEFT<2500 WITH 2 PREV CONV,10/27/2019
Rockwall,Property,FORG GOVT/INST/MONEY/SEC ELD,10/25/2018
Tarrant,Drug,POSS CS 4-400G TETRAHYDRO,10/6/2018
Harris,Violent,ASLT FAM HSEHLD MEM,5/17/2017
Collin,Property,CREDIT CARD OR DEBIT CARD ABUSE,10/24/2019
Ellis,Property,THEFT PROP<2500 2/M PREV CONV,1/3/2019
Travis,Drug,POSS CS 1-4G METH,12/2/2018
Coryell,Drug,POSS CS PG1 <1G,3/8/2018
Dallas,Drug,MAN DEL CS 1-4G METH,11/17/2017
Hays,Property,THEFT 2 PRIOR CONV,3/20/2017
Hood,Drug,POSS CS L/1G METH,4/16/2018
Tarrant,Property,THEFT<2500 2/MORE PREV CONV,4/20/2018
McLennan,Property,BURG VEH W/2 OR MORE PRIORS,4/11/2018
Nueces,Violent,CONT VIOL AGAINST FAM,11/29/2018
Cameron,Other,ACCIDENT INVOLVING INJURY,3/2/2019
Harris,Other,DWI,4/4/2019
Dallas,Other,DWI,12/24/2018
Travis,Other,EVADING ARREST DET W/ VEH,8/17/2019
Montgomery,Drug,POSS CS,12/14/2018
Montgomery,Property,BURG BLDG,9/11/2019
Williamson,Drug,POSS CS PG1 L/1G,1/5/2019
Harris,Other,DWI,11/4/2018
Houston,Other,POSS FIREARM BY FELON,2/8/2017
Anderson,Other,TAMPER FAB PHY EVIDENCE,4/21/2017
Nueces,Property,THEFT PROP <$2500 2/M PREV CONVS,2/12/2019
Hood,Drug,POSS TRANSP CHEM W/INT MAN CS PG,6/25/2017
San Patricio,Drug,POSS CS PG1<1G,11/6/2018
Dallas,Drug,POSS CONT SUB METH,4/2/2018
Harris,Drug,POSS CS PG1<1G PHEN,10/26/2019
Tarrant,Other,PROMOTE PROSTITUTION L/18 YOA,3/24/2017
Terry,Drug,POSS CONT SUB 1-4G,11/4/2017
Brazoria,Property,THEFT W/2 MORE PREV CONVS,7/11/2019
Harris,Violent,AGG ASLT-FAM MEMBER,12/25/2017
Grayson,Other,ABANDON ENDANGER CHILD CRIM NEG,12/15/2017
Leon,Other,TAMPER W/GOV RECORDS,2/14/2019
Harris,Property,THEFT<2500 2/MORE PREV CONV,1/14/2019
Dallas,Property,UNAUTH USE MOTOR VEH,8/6/2018
Harris,Violent,TERRORISTIC THREAT,6/14/2019
Tarrant,Other,UNLAW POSS OF FIREARM,2/12/2018
Midland,Violent,ASLT/PUBLIC SERVANT,5/27/2017
Brazos,Property,EVADING ARREST/DET W/PREV,11/9/2018
Gray,Drug,POSS CONT SUB PG2 4-400G,6/4/2018
Galveston,Other,UNLAW POSS FIREARM BY FELON,10/30/2018
Collin,Drug,POSS C/S PG1<1G,10/11/2018
Montgomery,Other,POSS FIREARM BY FELON,8/30/2018
Collin,Drug,POSS CONT SUB PG1 1G,6/13/2019
Orange,Drug,POSS CONT SUB,1/18/2017
Jefferson,Drug,POSS CONT SUB,4/8/2017
Hidalgo,Violent,INJ CHILD/ELDER/DIS BI,4/28/2018
Smith,Drug,POSS CONT SUB PG1 1G,4/14/2018
Burleson,Other,UNL POSS FIREARM/FELON,2/13/2017
Johnson,Drug,POSS CS PG1 L1G,9/4/2018
Williamson,Other,DWI 3RD MORE,8/18/2018
Hidalgo,Other,DRIVING WHILE INTOXICATED 3RD OR,10/3/2018
Nacogdoches,Property,THEFT PROP W/PREV CONVS,5/28/2018
Ector,Drug,POSS CS PG1<1G,1/21/2017
Bexar,Property,FRAUD USE/POSS ID INFO<5 ITEMS,8/13/2019
Live Oak,Drug,POSS CONT SUB PG1 4-400G,5/12/2018
Liberty,Other,DWI,7/10/2017
Wichita,Other,DWI 3RD/MORE,7/12/2017
Jefferson,Other,UNL POSS FIREARM BY FELON,2/24/2018
Ector,Violent,CONT VIOL AGAINST FAMILY,4/11/2018
Galveston,Drug,POSS CS PG1 1-4G METH,7/20/2019
Rockwall,Drug,POSS C/S PG2<1G,11/17/2018
Navarro,Drug,POSS C/S PG1>=1G<4G,11/6/2018
Hidalgo,Violent,ASLT PUBLIC SERVANT,11/11/2018
Taylor,Drug,POSS METH WID,9/28/2017
Gonzales,Drug,POSS CS PG 1 <1G,8/6/2018
Harris,Other,EVADING ARREST/DET W/VEH,9/30/2018
Titus,Drug,POSS CS,7/5/2018
Lubbock,Drug,POSS CONT SUB METH 4-200G,8/9/2017
